chain_seed,iteration,logpost,beta_tenure,beta_monthly,alpha_month,alpha_one,alpha_two,mu_alpha,tau_alpha,z_alpha_month,step_beta,step_z_alpha,step_mu_alpha,step_tau_alpha,chain
11.0,295.0,-2995.0777789641297,-0.7791005196461427,0.43366422076843414,-1.3027859374100665,-2.011571431308612,-2.70452496429904,-1.6081552527333913,0.7117068429838227,0.4290661503872402,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,300.0,-2996.7436637888336,-0.7925851869712136,0.3526193709048446,-1.2383654717452404,-2.0181934089946614,-2.484817430862511,-1.6081552527333913,0.6312852918727068,0.5857728443049421,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,305.0,-2998.2537734917596,-0.7925851869712136,0.3526193709048446,-1.3274205971783763,-1.9926161489218726,-2.6574034752965154,-1.661467255596287,0.627987262090081,0.5319322199404639,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,310.0,-2997.2197251294097,-0.88898166563441,0.3621557266172327,-1.4455375391538485,-1.9320579441154788,-2.470770810502591,-1.702289312949976,0.5884532511875535,0.43631634845755113,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,315.0,-2993.4817855072843,-0.8918665741052038,0.44928918844948634,-1.373790475135044,-2.016674227049579,-2.6634024913740104,-1.6888143605415036,0.7359538963796538,0.4280483967217824,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,320.0,-2996.864745516399,-0.8768134177031415,0.46012493190177933,-1.2789686516205991,-1.9784351283966126,-2.5757193421955904,-1.6167959987889509,0.7179297640258959,0.4705576563282955,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,325.0,-2996.5616131469505,-0.8721719258814936,0.46436760327541554,-1.2715629794297585,-1.819334113308229,-2.388212715580625,-1.5347724991419642,0.6277806182870843,0.4192699042388085,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,330.0,-3001.803431448056,-0.8109494590185679,0.47240591704926715,-1.3017048004572105,-1.8402388644227075,-2.088603278125922,-1.5347724991419642,0.49785990357233695,0.4681391230994966,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,335.0,-2998.76862990475,-0.8696681893006766,0.438141302914686,-1.2348152685876495,-1.9881423550536286,-2.335566320734026,-1.5608414610751968,0.6964301345483891,0.4681391230994966,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,340.0,-3000.089243694482,-0.8696681893006766,0.438141302914686,-1.3337106229140994,-1.9136864276171843,-2.6753063001705746,-1.6004473868794786,0.877757244713073,0.30388443453129454,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,345.0,-2996.736593201496,-0.8598085955779818,0.49428184623308413,-1.269483352821322,-1.8177717639041808,-2.8580585928016813,-1.6004473868794786,0.954512620767111,0.3467361529407243,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,350.0,-2996.059613919894,-0.8361281697276426,0.4519177758238353,-1.2925899029026957,-1.808593996134744,-2.602671230332766,-1.6004473868794786,0.7685532859064315,0.400567520329701,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,355.0,-2993.255264928946,-0.8275180150616719,0.4809409713912293,-1.189568766863526,-1.9093335833302212,-2.6474254189971607,-1.6004473868794786,0.9696223441901075,0.4237511877463443,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,360.0,-2993.8627514121413,-0.7656309432728589,0.4182916065327421,-1.1947250328749714,-1.9054572575284507,-2.634286508918245,-1.6004473868794786,0.9574541989186609,0.4237511877463443,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,365.0,-2993.4896610447713,-0.7553806684290146,0.393999066796902,-1.1610100325325639,-1.908790859392188,-2.6756120634109877,-1.5878816261216169,1.0073637689591008,0.4237511877463443,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,370.0,-2997.2507786608726,-0.6586387277919447,0.415383960268441,-1.1116698187489031,-1.9883744078288519,-2.8739313740560375,-1.6028693819402076,1.1410575560656413,0.43047746415610905,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,375.0,-2995.7961307787,-0.6586387277919447,0.415383960268441,-1.0850084062224603,-1.7247345153797875,-2.73640158157031,-1.5629945145944544,1.1410575560656413,0.4188974568645659,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,380.0,-2996.6028343926764,-0.6586387277919447,0.415383960268441,-1.0813278780142057,-1.8499994433995823,-2.951068678657772,-1.5479019957424212,1.2054617707446666,0.3870501156083882,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,385.0,-2994.450765821084,-0.7535871820001553,0.36269332351857686,-1.178930151558517,-1.757794822667867,-2.3360844499816897,-1.5548361179103258,0.9541978418716036,0.3939497134205325,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,390.0,-2993.9076187919823,-0.7535871820001553,0.36269332351857686,-1.1551120170236693,-1.7339766881330192,-2.3122663154468417,-1.531017983375478,0.9541978418716036,0.3939497134205325,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,395.0,-2998.224738146905,-0.7237895241184596,0.396231122272778,-1.0169948994221722,-1.8341822663971203,-2.5451013950386225,-1.562338866783522,0.9541978418716036,0.571520855980652,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,400.0,-2994.9991910269405,-0.7151133610041637,0.4675074184873716,-1.1518287166391878,-1.9031997661147249,-2.268459213508737,-1.5861512242248506,0.7653149922806077,0.5675081658748108,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,405.0,-2996.1040525654107,-0.7440056847392525,0.49144028479360036,-1.005304887355552,-1.9726295707648376,-2.6232690608728086,-1.5108238148201485,0.8483715310627462,0.5958697445108021,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,410.0,-2992.760504739916,-0.7515262403769797,0.5342264212006717,-1.0215599828744664,-1.7850651690602704,-2.478419000368893,-1.3950028439285003,0.8270263382818079,0.4515489335320103,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,415.0,-2994.876554684073,-0.7515262403769797,0.5342264212006717,-0.9999279618663239,-1.8486863532022446,-2.221198417826299,-1.3950028439285003,0.7695829343922477,0.5133623218583627,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,420.0,-2997.6915920223873,-0.8142280958789506,0.5062810157851466,-1.0597173052399838,-1.8350107920791618,-2.162667734187106,-1.3950028439285003,0.7000438554447844,0.47894933450346094,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,425.0,-2997.8299416934087,-0.8300673226739849,0.5703797543120234,-1.065572282259486,-1.6917259854078255,-2.3394886166511446,-1.3950028439285003,0.7626606631184223,0.43194906673436473,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,430.0,-2996.197300731222,-0.8367726471101942,0.5664208563420665,-1.023915814182614,-1.8109749589648003,-2.275846106572571,-1.394420299699079,0.7920583438138176,0.4677742345752708,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,435.0,-2997.8048270682743,-0.8464034205062384,0.576216507846871,-1.1095409518374322,-1.654271426617264,-2.4577705378454757,-1.3695464674525333,0.8560898330285459,0.3037128880450462,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,440.0,-2995.2373763343917,-0.8354868761753544,0.4278446611839255,-1.1092294296925316,-1.8871334117564798,-2.714419102172783,-1.2330813812466304,1.000381127177564,0.1238047661929906,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,445.0,-2993.9905586038094,-0.8540068256077166,0.4064851259586719,-1.1083817462758232,-1.7006882542248172,-2.330594656126192,-1.202684280546236,0.7617035851706335,0.1238047661929906,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,450.0,-2994.1899774219078,-0.8540068256077166,0.4064851259586719,-1.1126028790296671,-1.6783967972549418,-2.28010757784568,-1.202684280546236,0.7276085104522341,0.1238047661929906,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,455.0,-2994.4693994484087,-0.80340334330554,0.4255335554476496,-1.0971447397196554,-1.7114519568092117,-2.3647556831499177,-1.1949500594564741,0.7899964011430448,0.1238047661929906,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,460.0,-2996.812195971817,-0.7767756041170674,0.5083898234356105,-1.1251397258177893,-1.861401193884976,-2.5040296941914164,-1.1910205589808318,0.8276753413427184,0.07959743376692299,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,465.0,-2994.7983447965453,-0.7805206756874932,0.4656325001555116,-1.0848606184119294,-1.8308941821500815,-2.534180240308049,-1.1580176341488475,0.8698789637951176,0.08410022403317803,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,470.0,-2994.105567962335,-0.7805206756874932,0.4656325001555116,-1.1672474738586909,-1.8723710440348733,-2.38824529371053,-1.1277402306919253,0.9127848528478917,-0.043282097685454476,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,475.0,-2995.1015172633956,-0.8588237390986944,0.518579770627327,-1.122154325104363,-1.6177765417152483,-2.28846227998769,-1.1277402306919253,0.7262832094120079,0.007691084573033753,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,480.0,-2994.2569966929964,-0.8677299893515955,0.5049927213252503,-1.2009202498758542,-1.7233799885767285,-2.4784411988669817,-1.1173784680450842,0.7566110760930292,-0.11041575317950822,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,485.0,-2994.3648738897978,-0.8124166986636614,0.4808291312143217,-1.1989267767784153,-1.7213865154792896,-2.476447725769543,-1.1153849949476453,0.7566110760930292,-0.11041575317950822,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,490.0,-2996.222685413947,-0.8210297634166825,0.470902932952708,-1.25148049695162,-1.8214050520923464,-2.6450626327677984,-1.160349048308407,0.8253482498557633,-0.11041575317950822,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,495.0,-2998.753764458181,-0.8210297634166825,0.470902932952708,-1.2672091936377579,-1.7982701655935702,-2.1580132534162204,-1.160349048308407,0.603230717782946,-0.17714639221638773,0.03639196692775552,0.1440519236138025,0.20533186961720443,0.23360404023997913,1
11.0,500.0,-2994.4654140701628,-0.825943593820748,0.5023000734558063,-1.178112968795055,-1.7250661067816593,-2.234743913123975,-1.160349048308407,0.6746012026804292,-0.026332476752288204,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,505.0,-2992.297535100208,-0.8089909561557315,0.48529974067599213,-1.192091584951303,-1.781217325393875,-2.349477313786034,-1.160349048308407,0.7133454832670603,-0.04449812522470596,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,510.0,-2992.252181989,-0.8165802271526148,0.4159061848761751,-1.1144690534727408,-1.7840068452144737,-2.339671833129203,-1.160349048308407,0.6438595397526691,0.0712577697509775,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,515.0,-2992.111864079679,-0.8165802271526148,0.4159061848761751,-1.123460686228304,-1.8644466688205208,-2.479408172324287,-1.1742366595549085,0.7125675347972539,0.0712577697509775,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,520.0,-2992.550430164093,-0.7522133589036318,0.42939645999089177,-1.1219137941591173,-1.862899776751334,-2.4778612802551003,-1.1726897674857217,0.7125675347972539,0.0712577697509775,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,525.0,-2991.599239937774,-0.7940890352754029,0.4572970595004166,-1.1404988841757804,-1.9064003524969668,-2.4433201273697644,-1.14445554852097,0.754558297756287,0.005243682770377026,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,530.0,-2993.5551114829127,-0.773303649115874,0.5002217249402032,-1.1955418127045732,-1.986897336710975,-2.541661163871676,-1.1996299732783715,0.7796353732330186,0.005243682770377026,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,535.0,-2993.775453003099,-0.8572706142893989,0.44158184336548895,-1.1181707986724785,-1.8916319641034856,-2.3991415554402615,-1.1082558999281769,0.6688632164661579,-0.014823507258607545,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,540.0,-2993.7139026449836,-0.8572706142893989,0.44158184336548895,-1.286179493404809,-1.8743843235365465,-2.331730694874107,-1.2592792985430454,0.5169222275357266,-0.05203915294956895,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,545.0,-2993.805041235894,-0.8078081967690336,0.3860976030070004,-1.2282446605863446,-1.877873045667267,-2.383727541383956,-1.267358318500193,0.49254645864434116,0.0794111037190337,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,550.0,-2995.5635662423974,-0.8356631215512419,0.34381241938855067,-1.2308279757767173,-1.7467006288838454,-2.157947202319251,-1.267358318500193,0.4684359596707481,0.07798364316256187,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,555.0,-2993.281722006017,-0.8068810906949516,0.4046476565506777,-1.2345511471607111,-1.8050503020330493,-2.495351026362153,-1.2747802018231076,0.5343263155856599,0.075289300730589,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
11.0,560.0,-2995.494965379649,-0.7778182979936167,0.4265815647408096,-1.1609806447353086,-1.7717498299959489,-2.51077706146952,-1.2040493622436734,0.5720430006712303,0.075289300730589,0.03585016112617175,0.1406358344872933,0.18878853879850663,0.2465654674745137,1
